Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
2,3,always,about half the time,seldom,always,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,always,0,0,0,0,0,0,0
3,4,always,always,usually,usually,sometimes,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
6,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
6,5,usually,seldom,usually,about half the time,usually,NA,1,1,1,1,0,1
2,4,always,seldom,always,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,about half the time,always,usually,usually,0,0,0,NA,0,0,NA
4,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
3,4,always,about half the time,about half the time,always,about half the time,0,0,0,0,1,0,1
3,5,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,always,0,0,0,NA,NA,0,NA
5,4,always,seldom,usually,usually,about half the time,0,0,0,0,1,0,1
2,5,always,always,always,always,always,0,0,0,NA,0,0,NA
4,5,always,always,always,always,always,NA,0,0,0,0,0,NA
1,4,always,seldom,always,always,seldom,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,0,0,NA,0,NA,NA
2,5,always,seldom,always,always,always,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,about half the time,always,NA,sometimes,0,0,0,0,0,0,0
3,4,usually,about half the time,about half the time,about half the time,usually,1,1,0,0,1,0,1
2,4,always,usually,always,always,seldom,0,0,0,0,1,0,1
3,4,always,usually,usually,always,always,0,0,0,NA,0,0,NA
4,4,always,sometimes,always,always,sometimes,0,1,0,NA,1,NA,1
5,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,never,usually,about half the time,always,0,0,0,0,1,0,1
6,4,usually,sometimes,always,always,usually,0,0,0,NA,NA,0,NA
1,3,usually,usually,always,usually,always,0,0,0,0,0,0,0
4,5,always,always,about half the time,always,always,0,0,0,NA,0,0,NA
1,4,always,always,usually,always,about half the time,0,0,0,NA,0,0,NA
3,5,always,about half the time,always,always,always,0,0,0,NA,0,0,NA
3,3,always,never,always,always,usually,NA,0,0,0,0,0,NA
4,3,always,sometimes,always,usually,always,NA,NA,NA,NA,NA,NA,NA
2,5,always,usually,always,always,usually,1,1,1,1,1,0,1
5,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,1,0,0,0,0,1
6,2,always,never,about half the time,seldom,always,0,1,1,0,0,0,1
3,5,always,sometimes,always,sometimes,usually,0,1,1,1,0,0,1
4,5,always,seldom,never,always,usually,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,about half the time,0,1,0,0,1,0,1
4,5,always,usually,always,never,seldom,1,1,0,1,1,0,1
1,4,usually,sometimes,sometimes,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
6,3,usually,sometimes,always,always,usually,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,always,0,1,0,0,0,0,1
4,5,always,always,always,always,usually,0,1,0,0,0,0,1
2,4,always,sometimes,always,always,always,1,1,1,1,1,1,1
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
1,4,always,always,always,always,usually,1,1,0,0,0,0,1
1,5,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
5,5,always,always,always,always,always,0,0,0,0,0,0,0
4,4,always,sometimes,usually,usually,about half the time,0,0,0,0,0,0,0
1,5,always,never,sometimes,always,usually,0,0,0,0,0,0,0
1,4,always,always,always,always,usually,1,1,0,0,0,0,1
2,4,sometimes,about half the time,about half the time,seldom,sometimes,0,0,0,0,0,0,0
6,4,always,never,always,always,about half the time,1,1,0,NA,1,0,1
4,3,always,never,never,seldom,about half the time,NA,1,1,1,NA,1,1
2,4,always,seldom,always,always,sometimes,0,0,0,0,1,0,1
4,4,always,usually,seldom,always,about half the time,0,1,0,NA,1,0,1
1,4,always,sometimes,usually,always,sometimes,0,0,0,NA,0,0,NA
4,5,always,never,always,always,usually,0,0,0,0,0,0,0
5,4,always,about half the time,seldom,never,sometimes,0,1,0,0,0,0,1
1,5,always,about half the time,always,always,usually,NA,0,0,0,0,0,NA
2,4,always,never,usually,usually,about half the time,0,0,0,0,0,0,0
2,4,always,usually,always,always,about half the time,0,0,0,NA,NA,0,NA
2,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
2,4,usually,usually,sometimes,sometimes,sometimes,0,0,0,0,0,0,0
4,4,always,always,always,always,always,0,1,0,0,0,0,1
3,3,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
4,4,usually,seldom,usually,usually,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,5,always,sometimes,about half the time,always,always,0,0,0,0,0,0,0
1,4,always,always,always,always,seldom,0,0,0,0,0,0,0
3,5,always,usually,seldom,always,about half the time,0,0,0,0,0,0,0
2,5,always,never,always,always,usually,NA,1,1,1,0,0,1
2,4,always,always,always,always,about half the time,0,1,0,0,1,0,1
2,4,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
1,3,always,never,usually,seldom,always,1,1,1,1,1,1,1
2,5,always,usually,always,always,always,1,1,1,NA,1,0,1
3,4,always,about half the time,always,always,always,0,0,0,0,1,0,1
5,4,about half the time,sometimes,about half the time,usually,sometimes,0,0,0,NA,0,0,NA
3,3,always,never,always,usually,about half the time,1,1,1,1,1,0,1
2,4,usually,usually,about half the time,about half the time,about half the time,0,1,0,0,1,0,1
2,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
1,4,usually,seldom,usually,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,usually,always,about half the time,NA,0,0,0,0,0,NA
1,4,always,seldom,usually,always,about half the time,1,1,0,0,1,0,1
3,4,seldom,sometimes,always,seldom,sometimes,0,0,0,NA,0,0,NA
1,4,always,usually,usually,always,about half the time,NA,1,0,NA,1,0,1
2,4,always,usually,seldom,always,usually,0,0,0,NA,0,0,NA
2,4,usually,sometimes,sometimes,usually,about half the time,0,0,0,0,1,0,1
2,3,usually,seldom,usually,always,seldom,0,0,0,NA,0,0,NA
2,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,NA,1,0,1
2,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
1,4,always,never,always,always,usually,0,0,0,NA,0,0,NA
1,3,always,always,always,always,usually,0,0,0,0,0,0,0
4,4,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
5,3,always,seldom,about half the time,usually,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,0,0,0,NA,NA,0,NA
2,5,always,usually,usually,always,always,0,0,0,0,0,0,0
3,5,about half the time,never,always,seldom,sometimes,1,1,0,1,1,0,1
3,4,always,usually,always,always,always,0,0,0,0,0,0,0
3,4,always,never,always,always,usually,NA,0,NA,NA,0,0,NA
3,4,always,never,sometimes,always,usually,NA,0,0,0,0,0,NA
4,4,always,seldom,about half the time,always,usually,0,0,0,0,0,0,0
2,3,always,usually,seldom,usually,about half the time,0,0,0,0,0,0,0
5,4,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
2,5,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
5,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
2,5,always,usually,usually,always,always,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,1,1,0,NA,NA,0,1
4,4,always,about half the time,always,always,about half the time,0,0,0,NA,NA,0,NA
5,5,always,never,usually,always,about half the time,0,0,0,0,0,0,0
1,5,always,never,always,always,always,0,0,0,0,1,0,1
1,4,always,sometimes,usually,usually,always,0,0,0,0,0,0,0
1,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,1,1,1,1,1,0,1
1,5,always,always,always,always,about half the time,0,0,0,0,NA,0,NA
2,4,always,about half the time,usually,always,always,1,1,0,NA,1,0,1
5,4,usually,never,seldom,always,seldom,0,1,1,0,1,0,1
3,2,sometimes,usually,usually,sometimes,seldom,0,0,0,0,0,0,0
3,4,always,never,always,always,sometimes,0,0,0,NA,NA,0,NA
3,3,always,about half the time,always,always,seldom,0,0,0,0,1,0,1
5,4,always,always,always,always,usually,0,0,0,0,1,0,1
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,usually,always,usually,0,0,NA,NA,0,NA,NA
3,4,always,usually,always,always,usually,1,1,0,NA,1,0,1
2,4,always,never,always,always,usually,0,0,0,0,0,0,0
5,5,always,never,always,always,always,0,0,0,0,0,0,0
1,4,always,sometimes,usually,always,always,0,0,0,0,NA,0,NA
2,5,always,usually,usually,about half the time,seldom,0,0,0,0,0,0,0
1,4,always,about half the time,sometimes,about half the time,usually,1,1,0,0,1,0,1
4,4,always,usually,usually,always,usually,0,0,0,NA,0,0,NA
4,3,about half the time,usually,seldom,never,always,0,0,0,0,1,0,1
3,4,always,seldom,always,always,usually,0,0,0,NA,0,0,NA
4,4,always,usually,always,always,always,0,0,0,0,0,0,0
2,4,always,seldom,sometimes,always,usually,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,4,always,never,always,always,always,0,0,0,NA,NA,0,NA
3,5,always,seldom,usually,always,sometimes,0,0,0,NA,NA,0,NA
1,4,usually,about half the time,seldom,always,seldom,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,usually,usually,usually,0,0,0,0,0,0,0
2,3,usually,never,never,never,always,NA,1,0,0,NA,0,1
3,5,always,always,always,always,always,0,0,0,0,0,0,0
3,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,about half the time,always,usually,0,0,0,NA,NA,0,NA
1,4,usually,never,always,usually,about half the time,0,0,0,0,0,0,0
3,5,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
2,5,always,usually,never,always,sometimes,0,0,0,0,0,0,0
1,2,usually,sometimes,usually,usually,about half the time,0,0,0,NA,0,0,NA
1,5,always,never,always,always,always,1,1,1,1,NA,0,1
2,5,always,always,always,always,always,NA,0,0,NA,NA,0,NA
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,4,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
2,4,usually,usually,seldom,usually,usually,0,0,0,0,0,0,0
3,4,always,seldom,always,always,always,NA,0,0,0,0,0,NA
3,4,usually,seldom,usually,always,usually,0,0,0,0,0,0,0
2,4,always,never,always,always,seldom,0,0,0,NA,NA,0,NA
3,4,always,sometimes,always,always,sometimes,1,1,0,0,1,0,1
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,never,always,always,always,NA,0,0,NA,0,0,NA
4,4,usually,usually,usually,always,seldom,0,0,0,0,0,0,0
4,5,always,never,always,always,always,0,0,0,0,0,0,0
5,4,always,usually,always,always,always,0,0,1,0,1,0,1
5,5,always,seldom,always,always,about half the time,1,1,1,0,1,0,1
2,3,always,seldom,never,always,always,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,seldom,always,always,always,0,1,0,0,0,0,1
3,5,always,sometimes,never,always,usually,0,0,0,0,0,0,0
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,always,usually,usually,usually,sometimes,1,1,0,NA,0,0,1
3,5,always,sometimes,always,always,usually,1,1,0,NA,0,0,1
5,2,usually,sometimes,usually,always,about half the time,1,1,1,1,1,1,1
1,5,always,sometimes,about half the time,always,usually,0,0,0,0,1,0,1
1,4,about half the time,never,usually,usually,about half the time,NA,1,NA,NA,1,0,1
2,3,always,seldom,seldom,never,seldom,0,0,0,0,0,0,0
4,3,always,never,always,always,always,0,0,0,0,NA,0,NA
3,4,always,always,always,always,usually,0,0,0,0,0,0,0
3,5,always,always,always,always,always,0,0,0,0,NA,0,NA
4,5,always,never,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
4,4,always,seldom,always,always,seldom,1,0,0,NA,1,0,1
1,2,usually,about half the time,always,always,about half the time,0,0,0,0,0,0,0
6,3,always,seldom,sometimes,sometimes,about half the time,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,usually,0,1,0,0,0,0,1
1,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
3,4,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
5,4,always,sometimes,always,always,usually,NA,0,0,NA,1,0,1
1,5,always,usually,always,always,always,NA,0,0,NA,0,0,NA
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
4,4,always,always,sometimes,always,seldom,0,0,0,0,1,0,1
2,4,usually,usually,always,always,about half the time,0,0,0,0,1,0,1
2,4,always,about half the time,sometimes,always,about half the time,0,0,0,0,0,0,0
3,4,usually,sometimes,always,always,usually,0,1,0,NA,0,0,1
3,4,always,usually,usually,usually,about half the time,0,0,0,0,0,0,0
1,4,always,never,always,usually,usually,0,0,0,NA,NA,0,NA
2,2,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
3,5,always,never,about half the time,usually,usually,0,0,0,NA,NA,0,NA
2,5,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
3,3,usually,sometimes,seldom,never,seldom,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
4,3,always,never,always,always,sometimes,1,1,1,1,1,0,1
4,3,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
4,5,always,seldom,about half the time,usually,always,0,0,0,0,0,0,0
5,4,usually,usually,sometimes,usually,sometimes,0,0,0,0,0,0,0
2,3,always,about half the time,usually,always,about half the time,1,0,0,0,NA,0,1
2,5,always,never,about half the time,always,usually,0,0,0,NA,NA,0,NA
2,5,always,always,always,always,always,0,0,0,0,0,0,0
3,5,always,always,always,always,usually,0,0,0,0,0,0,0
3,4,always,usually,always,always,sometimes,0,0,0,0,1,0,1
2,4,always,sometimes,always,always,about half the time,0,1,0,NA,1,0,1
1,4,usually,seldom,always,always,always,0,0,0,NA,0,0,NA
4,5,always,about half the time,always,always,usually,0,0,0,NA,1,0,1
4,5,always,usually,always,always,about half the time,0,0,0,NA,0,0,NA
4,3,always,never,always,always,about half the time,0,0,0,0,1,0,1
2,3,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
4,3,usually,never,sometimes,always,sometimes,NA,0,1,NA,0,0,1
2,4,always,always,about half the time,always,always,0,0,0,0,1,0,1
5,4,always,always,sometimes,always,usually,0,0,0,0,0,0,0
4,3,always,sometimes,about half the time,about half the time,always,0,0,0,0,0,0,0
2,5,always,always,usually,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
2,5,always,sometimes,seldom,always,always,0,0,0,NA,0,0,NA
3,4,always,about half the time,usually,always,about half the time,0,1,0,0,1,0,1
5,5,always,usually,always,always,always,1,0,0,0,1,0,1
2,5,always,usually,always,always,never,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,always,always,usually,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,about half the time,0,1,0,NA,0,0,1
5,4,always,seldom,always,usually,usually,0,0,0,NA,0,0,NA
6,4,always,never,always,usually,sometimes,NA,1,1,NA,1,0,1
1,4,always,seldom,usually,always,always,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,1,0,1
3,4,always,never,usually,always,seldom,0,0,0,0,0,0,0
2,2,always,usually,never,always,about half the time,0,0,0,0,0,0,0
3,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,sometimes,0,0,0,0,1,0,1
2,5,always,always,always,always,about half the time,0,0,0,0,0,0,0
1,4,about half the time,sometimes,about half the time,always,seldom,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,NA,NA,0,NA
1,3,usually,sometimes,usually,always,seldom,0,1,0,0,0,0,1
3,5,always,never,always,always,always,NA,1,1,1,1,1,1
4,4,always,about half the time,always,always,sometimes,0,0,0,NA,1,0,1
1,3,always,never,usually,always,sometimes,1,1,1,1,1,0,1
3,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
4,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
5,5,always,usually,about half the time,always,about half the time,0,0,0,0,NA,0,NA
5,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,NA,0,0,NA,0,0,NA
3,4,always,always,sometimes,always,about half the time,0,0,0,0,0,0,0
5,4,usually,usually,about half the time,always,about half the time,0,0,0,0,0,0,0
1,3,always,usually,usually,always,seldom,0,0,0,NA,1,0,1
6,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
2,4,always,always,always,always,seldom,0,0,0,0,0,0,0
6,4,always,never,always,always,usually,NA,1,1,1,1,0,1
3,4,always,usually,always,always,always,0,0,0,0,0,0,0
1,4,always,always,always,always,about half the time,0,1,0,0,0,0,1
3,5,always,usually,usually,always,usually,0,0,0,0,0,0,0
5,3,usually,usually,usually,always,usually,0,0,0,NA,0,0,NA
1,4,always,sometimes,about half the time,usually,about half the time,0,0,0,NA,0,0,NA
5,4,always,usually,usually,always,sometimes,NA,0,0,NA,0,0,NA
2,4,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,always,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,sometimes,0,0,NA,NA,NA,0,NA
3,4,always,never,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,never,about half the time,always,always,0,0,0,0,NA,0,NA
3,4,always,seldom,always,always,always,NA,0,0,0,1,0,1
3,5,always,seldom,always,always,always,0,1,0,NA,1,0,1
3,5,usually,usually,always,usually,usually,1,1,1,1,NA,0,1
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,always,1,1,0,NA,0,0,1
6,3,always,usually,usually,always,sometimes,0,1,0,0,0,0,1
4,5,always,never,always,always,about half the time,NA,0,0,NA,0,NA,NA
4,4,always,never,always,usually,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,always,1,1,1,NA,1,0,1
1,5,always,never,always,always,usually,0,1,0,0,1,0,1
2,4,always,usually,always,always,usually,0,0,0,NA,0,0,NA
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
2,5,always,about half the time,usually,always,always,0,0,0,0,0,0,0
5,4,always,never,always,always,about half the time,0,0,0,NA,1,0,1
4,3,always,seldom,always,always,usually,0,0,1,1,0,0,1
3,4,always,seldom,never,always,usually,0,0,0,0,1,0,1
4,4,always,seldom,usually,usually,always,0,0,0,NA,0,0,NA
4,4,always,seldom,usually,always,usually,0,1,0,NA,1,0,1
3,2,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,3,always,usually,usually,always,usually,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,sometimes,0,0,0,0,NA,0,NA
1,4,always,always,never,usually,about half the time,0,0,0,0,0,0,0
1,5,always,never,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,never,always,about half the time,0,0,0,0,0,NA,NA
1,4,always,always,sometimes,always,always,NA,0,0,NA,0,0,NA
1,2,always,usually,seldom,always,usually,0,0,0,NA,0,0,NA
5,4,always,usually,always,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,always,NA,0,0,NA,0,NA,NA
3,4,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
5,3,usually,never,seldom,about half the time,about half the time,0,0,0,NA,0,0,NA
3,4,always,never,always,always,sometimes,0,0,0,0,0,0,0
3,3,always,about half the time,always,usually,usually,0,0,0,0,0,NA,NA
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,never,never,always,always,always,0,0,0,0,0,0,0
2,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
5,5,always,seldom,sometimes,always,sometimes,NA,0,0,NA,1,0,1
2,4,always,sometimes,always,always,never,0,0,0,0,0,0,0
3,5,always,always,always,about half the time,usually,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
4,5,always,sometimes,seldom,always,always,0,0,0,0,0,0,0
2,5,always,seldom,always,always,usually,0,0,0,0,1,0,1
2,3,always,usually,seldom,always,never,0,0,0,NA,0,0,NA
4,1,usually,never,always,seldom,never,1,1,0,1,1,0,1
2,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
5,3,usually,seldom,about half the time,about half the time,sometimes,0,0,0,0,0,0,0
1,4,usually,always,usually,always,about half the time,0,0,0,NA,0,0,NA
2,5,always,always,always,always,always,0,0,0,0,0,0,0
2,2,usually,usually,usually,about half the time,always,0,0,0,0,0,0,0
2,4,always,never,always,always,always,0,0,0,0,0,0,0
4,5,always,seldom,about half the time,usually,sometimes,0,0,0,0,0,0,0
1,2,usually,seldom,usually,sometimes,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,usually,always,about half the time,0,1,0,0,0,0,1
2,4,always,always,never,always,never,0,0,0,0,0,0,0
2,4,always,seldom,about half the time,usually,about half the time,0,1,0,0,0,0,1
6,3,usually,usually,usually,usually,about half the time,0,0,0,0,0,0,0
2,5,usually,usually,sometimes,about half the time,usually,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,0,0,NA,NA,0,0,NA
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,always,always,sometimes,0,0,0,NA,0,0,NA
4,4,always,usually,usually,always,sometimes,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,always,NA,0,NA,0,1,NA,1
3,5,always,usually,always,always,always,0,0,0,NA,1,0,1
4,5,always,always,always,always,always,0,0,0,0,0,0,0
5,4,always,about half the time,always,always,usually,0,1,0,1,1,0,1
3,4,always,seldom,always,always,usually,0,0,0,NA,0,0,NA
5,4,always,never,always,always,usually,0,0,0,0,1,0,1
5,5,always,usually,always,always,usually,0,0,0,NA,0,0,NA
2,4,always,never,always,always,about half the time,1,1,0,0,1,0,1
3,5,always,usually,always,always,always,0,0,NA,NA,1,0,1
2,5,usually,usually,always,always,usually,0,0,0,NA,0,0,NA
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,usually,NA,0,NA,NA,NA,NA,NA
6,4,always,usually,always,always,always,1,1,1,0,0,0,1
3,4,always,seldom,about half the time,always,usually,0,0,0,0,NA,0,NA
4,5,always,about half the time,usually,always,about half the time,0,0,0,NA,0,0,NA
2,4,always,seldom,always,always,usually,0,0,0,0,1,0,1
1,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,usually,0,1,0,0,1,0,1
3,5,always,about half the time,always,always,sometimes,NA,0,0,0,0,0,NA
1,5,usually,usually,usually,usually,usually,0,1,0,0,1,0,1
3,4,always,usually,always,always,about half the time,0,0,0,0,1,0,1
2,3,always,never,always,always,always,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,0,1,0,1
3,4,always,sometimes,never,always,usually,0,0,0,0,0,0,0
4,5,usually,always,usually,about half the time,usually,0,0,0,0,0,0,0
1,4,usually,sometimes,always,always,usually,0,0,0,0,1,0,1
4,5,always,about half the time,always,always,always,1,1,0,NA,1,0,1
2,4,usually,usually,always,about half the time,sometimes,0,0,0,0,0,0,0
5,4,always,usually,seldom,always,never,0,0,0,0,1,0,1
1,4,always,seldom,seldom,always,about half the time,0,0,0,0,0,0,0
4,5,always,never,seldom,always,usually,0,0,0,NA,1,0,1
4,4,usually,always,sometimes,about half the time,sometimes,0,0,0,NA,0,0,NA
2,5,always,usually,never,always,sometimes,0,0,0,0,0,0,0
1,5,always,always,always,always,always,0,0,0,0,0,0,0
1,5,always,always,sometimes,sometimes,sometimes,0,0,0,NA,0,0,NA
2,4,always,usually,usually,about half the time,usually,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,3,always,seldom,always,always,about half the time,0,1,0,0,1,0,1
3,4,always,sometimes,usually,always,about half the time,0,0,0,NA,NA,0,NA
2,4,always,sometimes,always,always,about half the time,0,0,0,NA,1,0,1
5,4,always,about half the time,always,always,always,0,0,0,0,1,0,1
1,4,always,seldom,always,always,always,0,0,0,NA,0,0,NA
3,4,always,about half the time,never,always,sometimes,1,1,0,0,0,0,1
3,4,about half the time,seldom,never,never,always,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
5,5,always,usually,usually,usually,seldom,1,0,1,1,1,0,1
2,4,always,never,always,always,usually,NA,NA,0,NA,NA,0,NA
5,5,always,sometimes,usually,always,usually,1,1,0,NA,1,0,1
3,4,always,usually,usually,usually,usually,0,1,0,NA,1,0,1
2,5,always,always,always,always,seldom,0,0,0,0,1,0,1
4,4,always,about half the time,always,always,about half the time,0,1,0,0,0,0,1
4,4,always,about half the time,sometimes,always,always,0,0,0,0,0,0,0
2,5,always,usually,never,always,seldom,0,0,0,0,0,0,0
2,4,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,4,usually,never,always,always,seldom,0,0,0,0,0,0,0
3,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
4,5,always,usually,usually,always,always,0,0,0,0,0,0,0
4,4,usually,about half the time,never,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
5,5,always,never,always,always,always,0,0,0,0,0,0,0
4,5,always,usually,always,always,usually,0,0,0,0,1,0,1
2,4,always,about half the time,always,always,usually,0,0,0,NA,1,0,1
1,4,always,sometimes,usually,usually,about half the time,0,0,0,NA,0,0,NA
2,4,always,usually,NA,always,usually,0,0,0,NA,0,0,NA
2,5,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,NA,0,NA,NA,NA,0,NA
4,3,always,sometimes,always,never,usually,0,0,0,NA,NA,0,NA
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,about half the time,0,1,0,0,1,0,1
4,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,usually,usually,usually,usually,0,0,0,0,0,0,0
3,5,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,0,1,0,1
2,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,usually,usually,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,1,1,1,1,1,0,1
